,Next,Standard,294,Virtual,1,Total Errors,1,,,Manca l'ASIN,Inviato ad Amazon,,Inviato all'assistenza,,,,,
,box,Temporary,16,,,,,,,Manca lo SKU,In waiting,,Scartato,#REF!,,,,
,Box,Box Type,Picked,Shipped,LPN,Brand,Additional Info,Other Info,Product Description,Destination,Verification Request,State (Amz),Reason (Amz),Customer Notes,ASIN,SKU,FNSKU,Notes
,144,Standard,07/06/2024,,LPNA054393368,Roten,,X,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",Assistance,,DEFECTIVE,QUALITY_UNACCEPTABLE,Prodotto non idoneo alla tipologia di infortunio,B00ZUEUDKI,59-RPNO-KP7W,X001LBWEL3,
,144,Standard,07/06/2024,,LPNA049942590,Roten,,X,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",Assistance,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B00ZUEUDKI,59-RPNO-KP7W,X001LBWEL3,
,282,Standard,07/06/2024,,LPNA036696613,Roten,,X,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",Assistance,,DEFECTIVE,QUALITY_UNACCEPTABLE,è troppo ingombrante,B00ZUEUDKI,59-RPNO-KP7W,X001LBWEL3,
,144,Standard,07/06/2024,,LPNA051659192,Roten,,X,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",Assistance,,DEFECTIVE,NOT_COMPATIBLE,Non è come da descrizione,B00ZUEUDKI,59-RPNO-KP7W,X001LBWEL3,
,144,Standard,07/06/2024,,LPNA039381027,Roten,,X,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",Assistance,,DEFECTIVE,NOT_COMPATIBLE,Incompatibile nel mio caso mi dispiace...,B00ZUEUDKI,59-RPNO-KP7W,X001LBWEL3,
,144,Standard,07/06/2024,,LPNHE788969150,Roten,,X,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",Assistance,,DEFECTIVE,NOT_COMPATIBLE,Troppo piccolo,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,282,Standard,07/06/2024,,LPNA039237844,Roten,,X,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",Assistance,,DEFECTIVE,DEFECTIVE,articolo difettoso rma precedente scaduta,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,282,Standard,07/06/2024,,LPNA051821240,Roten,,X,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",Assistance,,DEFECTIVE,NOT_COMPATIBLE,"Pensavo che il tutore andasse bene per me, invece ho dovuto prenderne un’altro in negozio della mia misura. Il tutore non l’ho mai utilizzato.",B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,282,Standard,07/06/2024,,LPNA039831664,Roten,,X,RO+TEN - Lite-cross corsetto alto in tessuto sensitive® nero - XS,Assistance,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B0100Z0J7I,90-AKAL-QDYJ,X001O8DU6V,
,144,Standard,07/06/2024,,LPNA049228603,Roten,,X,RO+TEN - Top-S 15° Supporto per spalla con abduzione fissa a 15° - L,Assistance,,DEFECTIVE,MISSING_PARTS,,B0100Y4YKC,T2-NUIH-JUA8,X001JOI46V,
,144,Standard,07/06/2024,,LPNRP017371052,Roten,,X,RO+Ten | Equal 450 | Attelle à bottine rigide basse | Chaussures orthopédiques pour femme et homme | Attelage de cheville | Sangle de fixation (M),Assistance,,DEFECTIVE,QUALITY_UNACCEPTABLE,Trop grand,B0BR864LC1,MT-HBI2-G1QK,X001P1MB0N,
,292,Standard,11/06/2024,,LPNHE825122483,Orno,,,Orno ZS-850 Elektronisch Slot - Bluetooth - Smart - IP44 - Openen met Pincode en via de App - Voor Linker - en Rechterdeuren,New inventory,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B089MCC5R4,YE-OWHR-XZ5W,B089MCC5R4,
,221,Standard,11/06/2024,,LPNHK226182756,tecno camp,,,"Sporlastic FOOT-UP Fußheberorthese Gr.2 schwarz 07810, 500 g, 03549318",New inventory,,CUSTOMER_DAMAGED,NOT_COMPATIBLE,,B002KKO0Q8,OA-5S6V-K1W8,X001WP34XP,
,282,Standard,11/06/2024,,LPNA040225373,Roten,Missing packaging,X,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",Assistance,,DEFECTIVE,QUALITY_UNACCEPTABLE,Sono andata dal ortopedico e mi a detto ke questo tutore nn andava bene quindi lo devo restituire e devo chiedere il rimborso,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,2,Standard,05/07/2024,,LPNHE831844839,Blaupunkt,,,BLAUPUNKT Valencia 200 DAB BT - Bluetooth | DAB | USB | Autoradio,New inventory,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B08S7JHLJQ,W0-H6UD-YT3F,X001YY6UL7,
,225,Standard,05/07/2024,25/09/2024,LPNHK255793707,Storz & Bickel,,,CRAFTY+ Vaporizer (2021),New inventory,,DEFECTIVE,QUALITY_UNACCEPTABLE,Funktioniert nicht gut,B09M8XNPT2,ZU-N8CZ-8BYL,X001Z6J5CZ,
,225,Standard,05/07/2024,25/09/2024,LPNHE837432309,Alpine,,,Alpine KAE-DAB1G6 Splitter für FM und DAB+ im VW Golf 6,New inventory,,CUSTOMER_DAMAGED,NOT_COMPATIBLE,,B01LXDBLI9,9N-00MA-PICR,X001ZGRWWF,
,225,Standard,05/07/2024,25/09/2024,LPNIC110431111,Colpharma,,,"COLPHARMA - Dispositivo de magnetoterapia MAGNETOCARE, alta intensidad, alta y baja frecuencia, 2 canales, 20 programas de intensidad regulable",New inventory,,DEFECTIVE,DEFECTIVE,"El magneto funciona pero cuando pones un programa de dos horas o más, se para, no funciona y tiene carga suficiente, quiero el mismo pues es el que están usando conmigo en rehabilitación y me va bien",B07LG4QT24,J9-VZOT-2OD0,X001TDI7EL,
,225,Standard,05/07/2024,25/09/2024,LPNHK229295495,Soundmaster,,,Soundmaster DAB60WE DAB+ UKW Bluetooth Badradio Steckdosenradio mit Bewegungsmelder und eingebautem Akku,New inventory,,DEFECTIVE,QUALITY_UNACCEPTABLE,Wurde über Nacht geladen und lief dann nur 10-15 Minuten!,B09779BFMM,OC-7PYA-CBVM,X001V60JSN,
,225,Standard,05/07/2024,25/09/2024,LPNHE810652521,Roten,,,"RO+TEN Doppia Tavoletta Propriocettiva Semisferica per Riabilitazione Caviglia, Interventi ai Legamenti e al Tendine d'Achille, 30x31 cm",New inventory,,DEFECTIVE,NOT_COMPATIBLE,Non idoneo per mie problematiche,B00ZUG94JM,AY-2ZXG-GRJL,X0018MO0UD,
,225,Standard,05/07/2024,25/09/2024,LPNHK255016629,Blaupunkt,,,Blaupunkt Bremen SQR 46 DAB,New inventory,,DEFECTIVE,DAMAGED_BY_FC,Knopf zur Verstellung der Höhen beschädigt,B07XVMBKW4,54-WBX6-EMB8,X001YY5D0L,
,226,Standard,05/07/2024,25/09/2024,LPNHE834857446,Western Digital,.,x,"Western Digital WD Red 3 TB NAS hard disk interno 3.5"", 5400 RPM Class, SATA 6 Gb/s, CMR, 64 MB Cache, WD30EFAX",Used inventory,,DEFECTIVE,DEFECTIVE,,B008JJLW4M,7H-9MRT-VCIQ,X001VRXG7N,
,226,Standard,05/07/2024,25/09/2024,LPNIC110723663,Western Digital,.,x,"WD Red 3TB Disco duro interno NAS 3.5"" - 5400 RPM, SATA 6 Gb/s, SMR, 256MB Cache - WD30EFAX",Used inventory,,DEFECTIVE,DEFECTIVE,,B083XVD1FP,EZ-4PC7-FP5U,X001YS93ET,
,226,Standard,05/07/2024,25/09/2024,LPNHE832955173,Western Digital,,x,"Western Digital WD Red 3 TB NAS hard disk interno 3.5"", 5400 RPM Class, SATA 6 Gb/s, CMR, 64 MB Cache, WD30EFAX",Used inventory,,DEFECTIVE,NOT_COMPATIBLE,il prodotto non viene riconosciuto dal sistema su cui viene installato,B008JJLW4M,7H-9MRT-VCIQ,X001RLJCJT,
,226,Standard,05/07/2024,25/09/2024,LPNHE834857447,Western Digital,,x,"Western Digital WD Red 3 TB NAS hard disk interno 3.5"", 5400 RPM Class, SATA 6 Gb/s, CMR, 64 MB Cache, WD30EFAX",Used inventory,,DEFECTIVE,DEFECTIVE,,B008JJLW4M,7H-9MRT-VCIQ,X001VRXG7N,
,226,Standard,05/07/2024,25/09/2024,LPNIC091015920,Western Digital,,x,"WD Red 3TB Disco duro interno NAS 3.5"" - 5400 RPM, SATA 6 Gb/s, SMR, 256MB Cache - WD30EFAX",Used inventory,,DEFECTIVE,DEFECTIVE,,B083XVD1FP,EZ-4PC7-FP5U,X001YS93ET,
,226,Standard,05/07/2024,25/09/2024,LPNHK227307338,Orno,,,"ORNO OR-ZS-853 Elektronisches Türschloss mit Touch-Tastatur und Smart-Funktion - Fingerabdruckleser, Bluetooth 4.0 (Schwarz)",Used inventory,,CUSTOMER_DAMAGED,NO_REASON_GIVEN,,B09J596FCV,Q3-6DP3-YOW7,B09J596FCV,
,226,Standard,05/07/2024,25/09/2024,LPNIC101133908,Orno,,,ORNO OR-ZS-850 Bluetooth Smart IP44 Teclado para abrepuertas simétrico Abrir Mediante Pin y Mediante la aplicación,Used inventory,,CUSTOMER_DAMAGED,QUALITY_UNACCEPTABLE,,B089MCC5R4,7Y-XR7D-YZQG,B089MCC5R4,
,226,Standard,05/07/2024,25/09/2024,LPNHK211448348,Minelab,,,"Minelab® GO-FIND 11TM Metalldetektor für Erwachsene und Kinder wasserdichte 8-Zoll-Suchspule (wasserdicht bis zu 0,6 Metern/2 Fuß) 3,5mm Klinken-Kopfhörer Ultra-leichtgewichtig",Used inventory,,CUSTOMER_DAMAGED,DAMAGED_BY_CARRIER,,B07LFCM35H,FT-OEVL-06ML,X00203YYBT,
,226,Standard,05/07/2024,25/09/2024,LPNHK227500171,Soundmaster,Damaged packaging,,Soundmaster DAB60WE DAB+ UKW Bluetooth Badradio Steckdosenradio mit Bewegungsmelder und eingebautem Akku,Used inventory,,DEFECTIVE,DEFECTIVE,,B09779BFMM,C1-YI5L-2JLK,X001V60JSN,
,226,Standard,05/07/2024,25/09/2024,LPNHK227217294,Tellur,Damaged packaging,,"TELLUR VOX 155 Headset Bluetooth Handy, Headset für Handys USB-C, Multipoint-Zwei verbundene Geräte gleichzeitig, 360° Drehung des rechten oder linken Ohrs, IOS, Android und Computer",Used inventory,,CUSTOMER_DAMAGED,NOT_COMPATIBLE,,B0CBCF3MKM,IU-BW4J-J5NW,X001WXUOE9,
,226,Standard,05/07/2024,25/09/2024,LPNIC111080887,Dune,Damaged packaging,,"Dune HD Homatics Box R 4K Plus Android TV 11 | Reproductor Multimedia | Chromecast |Netflix in 4K Dolby Vision & Atmos | 4/32GB, AV1, Wi-Fi 6, 1Gbit, ISO 4K DV P7 FEL MKV AFR | HDR10+ | DTS",Used inventory,,CUSTOMER_DAMAGED,NOT_COMPATIBLE,,B0BV7FS48D,KX-KSYP-RSV7,X001YM8981,
,226,Standard,05/07/2024,25/09/2024,LPNHE811834428,Orno,.,,"ORNO OR-DOM-RL-901 Citofono da Interno per Casa Unifamiliare, Montaggio ad Incasso a 2 Fili, 220V AC (Sistema citofonico)",Used inventory,,DEFECTIVE,QUALITY_UNACCEPTABLE,Non si sente audio di ritorno,B06XVS19J5,7S-HEQS-LCII,B06XVS19J5,
,226,Standard,05/07/2024,25/09/2024,N.A.,Phonocar,Damaged packaging,,Phonocar Evolution 02625,Used inventory,,-,-,-,B08BXQKM2K,Q6-7U95-17AF,-,
,227,Standard,05/07/2024,25/09/2024,LPNHE831750433,Roten,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",New inventory,,DEFECTIVE,NOT_COMPATIBLE,Lo strappo non sostiene e il braccio cade,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,227,Standard,05/07/2024,25/09/2024,LPNHE833114654,Roten,,,RO+TEN - Tutore a cuscino per spalla con abduzione fissa a 10° TOP-S 10° - S,New inventory,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B0100Y2E36,AI-Z4WW-IM6Q,X001JOHX6X,
,227,Standard,05/07/2024,25/09/2024,LPNHE831450530,Roten,,,RO+TEN - Top-S 15° Supporto per spalla con abduzione fissa a 15° - M,New inventory,,DEFECTIVE,NOT_COMPATIBLE,Ordinato tutore errato su indicazione del ortopedico 🤬,B0100Y4WC2,ST-KKEX-F5XC,X001JOI4S9,
,227,Standard,05/07/2024,25/09/2024,LPNA031416507,Tielle,,,FGP - CVO 750 P ECO BOOTY® - Tutore walker per tibio-tarsica fisso 0° - M,New inventory,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B0100YCUDU,B0100YCUDU,X001WPFGBX,
,227,Standard,05/07/2024,25/09/2024,LPNHE831932723,Tielle,,,"TIELLE CAMP - Molla di codivilla Modello NA 400 Tutore Resistente in Polietilene - Medium, Sinistra",New inventory,,DEFECTIVE,QUALITY_UNACCEPTABLE,Risulta essere piccolo per le mie esigenze,B0100Z0FI6,I9-T6A0-O5ZK,X001WOX2M9,
,227,Standard,05/07/2024,25/09/2024,LPNHE833089448,Tielle,,,"TIELLE CAMP - Molla di codivilla Modello NA 400 Tutore Resistente in Polietilene - Medium, Destra",New inventory,,DEFECTIVE,NOT_COMPATIBLE,Errata misura,B0100Z0CIO,DP-MCTW-FSEL,X001WOWZKJ,
,227,Standard,05/07/2024,25/09/2024,N.A.,Roten,,,ROTEN Daumfix 5006S Sinistra tg. XL,New inventory,,-,-,-,B010O2PEF4,VF-H4CS-LLUA,-,
,225,Standard,05/07/2024,25/09/2024,LPNHK243341590,Thera-band,,,"TheraBand Flexbar FlexBar - Flexibler Übungsstab - Effektives Rehabilitations- und Muskelaufbautraining für Ellenbogen und Handgelenke, Verschiedene Stärken Grün | Mittel, OneSize",New inventory,,CUSTOMER_DAMAGED,FOUND_BETTER_PRICE,,B000KGOMBC,GR-EMG6-S7U7,X001KIMPD9,
,225,Standard,05/07/2024,25/09/2024,LPNIC110978629,Soundmaster,,,Soundmaster IR6500SW Radio Internet Dab+ y FM Bluetooth,New inventory,,DEFECTIVE,DEFECTIVE,Dejo de funcionar no se enciende,B09NK96MRY,CI-Y7AH-8EWR,X001VFHAV3,
,225,Standard,05/07/2024,25/09/2024,LPNIC108704048,Dune,,,"Dune HD Homatics Box R 4K Plus Android TV 11 | Reproductor Multimedia | Chromecast |Netflix in 4K Dolby Vision & Atmos | 4/32GB, AV1, Wi-Fi 6, 1Gbit, ISO 4K DV P7 FEL MKV AFR | HDR10+ | DTS",New inventory,,DEFECTIVE,DEFECTIVE,"Audio con cortes, sin posibilidad de seleccionar tipos de audio Dolby Atmos, DTS-X, Dolby MAT... Una pena. Supongo que es una unidad defectuosa.",B0BV7FS48D,YE-JY05-CH60,X001X79K8Z,
,225,Standard,05/07/2024,25/09/2024,LPNIC110990726,Dune,,,"Dune HD Homatics Box R 4K Plus Android TV 11 | Reproductor Multimedia | Chromecast |Netflix in 4K Dolby Vision & Atmos | 4/32GB, AV1, Wi-Fi 6, 1Gbit, ISO 4K DV P7 FEL MKV AFR | HDR10+ | DTS",New inventory,,CUSTOMER_DAMAGED,QUALITY_UNACCEPTABLE,,B0BV7FS48D,YE-JY05-CH60,X001X79K8Z,
,225,Standard,05/07/2024,25/09/2024,LPNHE831373260,Roten,,,Roten Object 10 tg M,New inventory,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B0100YVVS0,NY-RBXF-IKC7,X001A51DK3,
,7,Temporary,05/07/2024,,LPNIC108804809,Globus,,,"Globus S II Electroestimulador Elite S2, Plateado, Talla Única",New inventory,,DEFECTIVE,DEFECTIVE,,B00IRFXSP4,6T-RUH8-G4XJ,X0018QTOEB,
,226,Standard,05/07/2024,25/09/2024,LPNHK252732913,Orno,.,,ORNO OR-ZS-850 Elektronisches Türschloss Bluetooth Smart IP44 Öffnen über PIN und über die Anwendung,Used inventory,,CUSTOMER_DAMAGED,DEFECTIVE,,B089MCC5R4,7Y-XR7D-YZQG,B089MCC5R4,
,226,Standard,05/07/2024,25/09/2024,LPNHK255064594,Orno,.,,Orno OR-ZS-850 Elektronisches Türschloss Bluetooth Smart IP44 Öffnen über PIN und über die Anwendung,Used inventory,,DEFECTIVE,DEFECTIVE,,B089MCC5R4,7Y-XR7D-YZQG,B089MCC5R4,
,226,Standard,05/07/2024,25/09/2024,LPNHK247205945,Kerbl,Damaged packaging,,"Kerbl 18910 Schermesserset Constanta3 Rinder/Pferd Standard, 15/31 Zähne",Used inventory,,CUSTOMER_DAMAGED,MISSING_PARTS,,B002B5FSCC,OL-SHLD-4CAS,X001H5LBJJ,
,226,Standard,05/07/2024,25/09/2024,LPNHE831928644,Singer,Damaged packaging,,Singer Macchina da Cucire Portatile Stitch Sew Quick,Used inventory,,DEFECTIVE,DAMAGED_BY_FC,Un componente è rotto,B003BS34FG,IN-QN9N-3UQM,X001NKJ0AP,
,226,Standard,05/07/2024,25/09/2024,LPNHE836373980,Lupine,Damaged packaging,,"Lupine C 14 E-Bike Rücklicht Ø34,9mm 2022 Fahrradbeleuchtung",Used inventory,,DEFECTIVE,DEFECTIVE,Falscher artikel durchmesser falsch,B082VFRSL9,W6-1WQT-DQUS,X001Z5ZGRT,
,227,Standard,05/07/2024,25/09/2024,LPNHE831791160,Roten,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",New inventory,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,227,Standard,05/07/2024,25/09/2024,LPNHE811028162,Roten,,,RO+Ten | Equal 450 | Tutore a Stivaletto Rigido Basso | Scarpe Ortopediche Donna e Uomo | Tutore Caviglia Distorsione | Cinghia di Fissaggio (M),New inventory,,DEFECTIVE,NOT_AS_DESCRIBED,"Nella descrizione prodotto e indicata solo la taglia M. Non sono presenti le taglie specifiche, solo sulla scatola la è riportata la taglia 39-44. Non va bene devo renderlo. E&#39; necessaria taglia 38",B0BR864LC1,MT-HBI2-G1QK,X001P1MB0N,
,227,Standard,05/07/2024,25/09/2024,LPNHE828063048,Tielle,,,"TIELLE CAMP - Molla di codivilla Modello NA 400 Tutore Resistente in Polietilene - Medium, Destra",New inventory,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B0100Z0CIO,DP-MCTW-FSEL,X001WOWZKJ,
,227,Standard,05/07/2024,25/09/2024,LPNHE811390091,Tielle,,,"TIELLE CAMP - Molla di codivilla Modello NA 400 Tutore Resistente in Polietilene - Small, Sinistra",New inventory,,DEFECTIVE,QUALITY_UNACCEPTABLE,Per la persona che doveva utilizzarlo è risultato leggermente piccolo. Il materiale purtroppo mi sembra anche poco resistente.,B0100Z0L3K,96-D5GM-MTJN,X001WOWZ3V,
,227,Standard,05/07/2024,25/09/2024,LPNHE811372059,Orno,,,"Orno AE-1341(GS) Presa Multipla a Scomparsa a 4 ingressi 3650W max Ø 10 cm con cavo Schuko da 1,5 m",New inventory,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B07PX3221P,D2-Q6QA-UBRU,B07PX3221P,
,282,Standard,05/07/2024,,LPNHE811394766,Roten,,X,EQUALIZER RO+TEN PR4-400 tutore fisso per tibio-tarsica per trauma alla caviglia e lesioni al tendine d'Achille - mis. SMALL (36-39) - Conforme alla normativa CE,Assistance,,DEFECTIVE,NOT_COMPATIBLE,Non idoneo per mie problematiche,B07BRS76XR,V0-VKKO-4TL1,X001KEO3SN,
,144,Standard,05/07/2024,,LPNHE190142342,Roten,,X,EQUALIZER RO+TEN PR4-400 tutore fisso per tibio-tarsica per trauma alla caviglia e lesioni al tendine d'Achille - mis. LARGE (44-47) - Conforme alla normativa CE,Assistance,,DEFECTIVE,QUALITY_UNACCEPTABLE,Knopf zur Verstellung der Höhen beschädigt,B07BRGXV32,LD-QYNI-MEQB,X001O28MO7,
,282,Standard,05/07/2024,,LPNA031368240,Roten,,X,RO+TEN - Spinalplus Tutore per osteoporosi - S,Assistance,,DEFECTIVE,NOT_COMPATIBLE,,B0100YB2PM,04-K4MC-VRJS,X001KCENOT,
,229,Standard,05/07/2024,25/09/2024,LPNHE810541613,Roten,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",New inventory,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,229,Standard,05/07/2024,25/09/2024,LPNHE830959013,Roten,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",New inventory,,DEFECTIVE,QUALITY_UNACCEPTABLE,Non regge,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,229,Standard,05/07/2024,25/09/2024,LPNHE811738705,Roten,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",New inventory,,DEFECTIVE,QUALITY_UNACCEPTABLE,Supporto sulla spalla piccolo e fastidioso,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
,229,Standard,05/07/2024,25/09/2024,LPNHE810725187,Roten,,,RO+TEN - Lite-cross corsetto alto in tessuto sensitive® nero - L,New inventory,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B0100Z06WG,O5-NQOI-QKUR,X001KMBB7L,
,229,Standard,05/07/2024,25/09/2024,LPNHE832038573,Roten,,,RO+TEN - Tutore a cuscino per spalla con abduzione fissa a 10° TOP-S 10° - L,New inventory,,DEFECTIVE,NOT_COMPATIBLE,Non è l&#39;articolo richiesto dall&#39;ortopedico.,B0100Y2I9Q,HQ-M4ZC-Z629,X001JOHCAP,
,229,Standard,05/07/2024,25/09/2024,LPNHE810328449,Roten,,,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",New inventory,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B00ZUEUDKI,59-RPNO-KP7W,X001LBWEL3,
,229,Standard,05/07/2024,25/09/2024,LPNHE811526903,Roten,,,RO+TEN - Tutore a cuscino per spalla con abduzione fissa a 10° TOP-S 10° - M,New inventory,,DEFECTIVE,NOT_COMPATIBLE,"Taglia errata, troppo piccolo",B0100Y2G7A,6W-DOJJ-2GST,X001JOECAN,
,229,Standard,05/07/2024,25/09/2024,LPNHE810916962,Roten,,,"ROTEN - Airstrong tutore bivalva con imbottiture ad aria gonfiabili, Distorsione alla caviglia",New inventory,,CUSTOMER_DAMAGED,UNWANTED_ITEM,,B00ZUEUDKI,59-RPNO-KP7W,X001LBWEL3,
,276,Standard,05/07/2024,,LPNHE810437443,Globus,,,"Globus | Duo Tens, Elettrostimolatore a 2 Canali, 20 Programmi per i Trattamento dei più Comuni Sintomi Dolorosi",Assistance,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B00HZO5BDA,FP-NKIZ-IQG4,X001O6ZFD9,
,9,Virtual,05/07/2024,,LPNHK255090192,Storz & Bickel,,x,"Storz & Bickel Mighty Verdampfer, Kompakt",New inventory,,CUSTOMER_DAMAGED,DEFECTIVE,,B00P2K1UQ6,amzn.gr.D9-JK9S-5MYF-ciJjZo9aJOv92fJc-LN,X001ZZE9VN,
,229,Standard,05/07/2024,25/09/2024,LPNHE810731560,Singer,,,"SINGER Rasoio compatto in tessuto e rimozione pelucchi, alimentato a batteria, portatile, ad alta potenza",New inventory,,DEFECTIVE,DEFECTIVE,Provato più volte ma nulla da fare mi spiace molto,B08C6Z5G6S,EK-FESH-L17G,X001Z4S57D,
,9,Virtual,05/07/2024,,LPNHK256066315,Epos,Damaged packaging,x,"EPOS I Sennheiser GSP 500 Gaming Headset Kopfhörer, Geräuschunterdrückendes Mikrofon, Flip-to-Mute, Ergonomisch, Ohrpolster, Kompatibel mit PC, Mac, PS4 PS5 Xbox Series X Xbox One und Nintendo Switch",Used inventory,,DEFECTIVE,QUALITY_UNACCEPTABLE,Scheint einen Wackelkontakt zu haben.,B079D7HJ13,VE-GPI2-49GW,X001RQRPTN,
,229,Standard,05/07/2024,25/09/2024,LPNHE810925615,Dune,,,"Dune HD Homatics Box R 4K Plus Android TV 11 | Lettore multimediale | Chromecast | Mini PC | Netflix in 4K Dolby Vision & Atmos | 4GB/32GB, AV1, Wi-Fi 6, 1Gbit, ISO 4K DV P7 FEL MKV AFR | HDR10+ | DTS",New inventory,,DEFECTIVE,NOT_COMPATIBLE,"Articolo usato, con graffio sul fianco del box.",B0BV7FS48D,YE-JY05-CH60,X001X79K8Z,
,229,Standard,05/07/2024,25/09/2024,LPNHK255498606,Xiaomi,,,Xiaomi Mibro Lite 2 - Smartwatch Brown,New inventory,,CUSTOMER_DAMAGED,NO_REASON_GIVEN,,B081TZQ7CJ,8Q-IY80-GZKP,X001VZCYTB,
,229,Standard,05/07/2024,25/09/2024,LPNHE811738519,Tielle,,,"TIELLE CAMP - Molla di codivilla - Modello NA 400 Tutore Resistente in Polietilene - Large, Sinistra",New inventory,,CUSTOMER_DAMAGED,SWITCHEROO,,B0100Z09B4,W8-GB3X-B3GW,X001WOX1Y3,
,229,Standard,05/07/2024,25/09/2024,LPNHE811738520,Tielle,,,"TIELLE CAMP - Molla di codivilla - Modello NA 400 Tutore Resistente in Polietilene - Large, Sinistra",New inventory,,CUSTOMER_DAMAGED,SWITCHEROO,,B0100Z09B4,W8-GB3X-B3GW,X001WOX1Y3,
,1,Temporary,05/07/2024,,LPNHK212172034,Minelab,,,Détecteur de Métaux Minelab Vanquish 440,To be checked,,DEFECTIVE,MISSING_PARTS,,B082XCLP94,9D-93NY-1ZW2,X001WSYC01,
,2,Temporary,05/07/2024,,LPNHK218489669,Peartune,,,PearTune MSO 3.0 E-Bike Tuning für Yamaha PW-X/SE/TE/ST/X2 Display A+C 2019-2021,To be checked,,DEFECTIVE,DEFECTIVE,"Wir haben alles versucht, auch schon mit Hersteller telefoniert. Im eingebauten Zustand und nach einigen Rad Drehungen schaltet die Elektronik ab.",B08L9G711K,MR-F9MN-ID87,X001I4TRRH,
,2,Temporary,05/07/2024,,LPNHE825688551,Speedbox,,,SPEEDBOX 3.0 pour Bosch // eBike Tuning également pour les moteurs Bosch de la 4ème Génération // Puce de tuning intelligente de 3ème génération avec extracteur de manivelle,To be checked,,DEFECTIVE,DAMAGED_BY_FC,,B083XWBG2M,amzn.gr.GN-1WY0-J7NH-gKD-htwrA27bNIcB-GD,X001YZ6QW9,
,1,Temporary,05/07/2024,,LPNHE817252807,Roten,,,"ROTEN Shouldfix II Tutore Spalla e Braccio Con Immobilizzatore e tasca gomito rimovibile, Destro e Sinistro , per Spalla Lussata, Fratture Omero",To be checked,,CUSTOMER_DAMAGED,ORDERED_WRONG_ITEM,,B00ZLOSTDU,WN-Y6CO-E86B,X001JHJFBL,
